time,speed_north,speed_east,speed_forward,speed_right,speed_up,North,East,Forward,Right,Altitude,Altitude_sensor,Heading,lat2,lat3
14:02:1626670969,0.03697209805250168,-0.023934217169880867,-0.02259118460789619,-0.03780768657231983,0.059157103300094604,-0.3108553328278245,-0.7589233936261041,-0.7790595423633834,0.26430291054626887,2.165059979720788,2.9360973834991455,87.94217579058005,37.50363877774738,37.50363913402556
14:02:1626670969,0.03148548677563667,-0.022672424092888832,-0.021527218979437393,-0.03227930505382587,0.06901191920042038,-0.3102255936659497,-0.7593768632976282,-0.7794901068623289,0.263657294276927,2.1664402826033933,2.9360973834991455,87.94217579058005,37.50363913402556,37.50363913402556
14:02:1626670969,0.03148548677563667,-0.022672424092888832,-0.021527218979437393,-0.03227930505382587,0.06901191920042038,-0.3095956518224994,-0.7598304789183851,-0.7799208099384763,0.263011470215962,2.167821029736539,2.9360973834991455,87.94217579058005,37.50363913402556,37.50363913402556
14:02:1626670969,0.03148548677563667,-0.022672424092888832,-0.02147856363137882,-0.032311700606427525,0.06901191920042038,-0.3089661153422001,-0.7602838026406765,-0.7803502630209945,0.2623654140054544,2.169200888368604,2.9343886375427246,87.85585585984943,37.50363913402556,37.50363913402556
14:02:1626670969,0.03148548677563667,-0.022672424092888832,-0.02147856363137882,-0.032311700606427525,0.06901191920042038,-0.30833643623412543,-0.7607372290679836,-0.7807798134003965,0.2617192114244616,2.1705810596214197,2.9343886375427246,87.85585585984943,37.50363913402556,37.50363913402556
14:02:1626670969,0.03148548677563667,-0.022672424092888832,-0.02147856363137882,-0.032311700606427525,0.06901191920042038,-0.3075891717853474,-0.7612753276723648,-0.7812895773791756,0.26095233793399275,2.172218962002536,2.9343886375427246,87.85585585984943,37.50363913402556,37.50363913402556
14:02:1626670969,0.03148548677563667,-0.022672424092888832,-0.02147856363137882,-0.032311700606427525,0.06901191920042038,-0.30696516025466236,-0.7617246729266834,-0.7817152614876679,0.2603119516538589,2.1735867106939453,2.9343886375427246,87.85585585984943,37.50363913402556,37.50363913402556
14:02:1626670969,0.03148548677563667,-0.022672424092888832,-0.02147856363137882,-0.032311700606427525,0.06901191920042038,-0.30633542109278755,-0.7621781425982076,-0.7821448528341789,0.25966568744318813,2.1749670135765506,2.9343886375427246,87.85585585984943,37.50363913402556,37.50363913402556
14:02:1626670969,0.03148548677563667,-0.022672424092888832,-0.02147856363137882,-0.032311700606427525,0.06901191920042038,-0.3056679981713155,-0.7626587480159596,-0.782600151041573,0.25898075060958775,2.1764299141522145,2.9343886375427246,87.85585585984943,37.50363913402556,37.50363913402556
14:02:1626670969,0.03148548677563667,-0.022672424092888832,-0.02147856363137882,-0.032311700606427525,0.06901191920042038,-0.3050160015697583,-0.763128245075445,-0.7830449258228486,0.2583116448995173,2.1778590023256403,2.9343886375427246,87.85585585984943,37.50363913402556,37.50363913402556
14:02:1626670969,0.03148548677563667,-0.022672424092888832,-0.02147856363137882,-0.032311700606427525,0.06901191920042038,-0.3043858870716325,-0.763581985023326,-0.7834747732137907,0.2576649955033592,2.1792401278944316,2.9343886375427246,87.85585585984943,37.50363913402556,37.50363913402556
14:02:1626670969,0.03148548677563667,-0.022672424092888832,-0.02147856363137882,-0.032311700606427525,0.06901191920042038,-0.3037561854433828,-0.7640354276672144,-0.7839043389558585,0.25701876981123717,2.1806203485084183,2.9343886375427246,87.85585585984943,37.50363913402556,37.50363913402556
14:02:1626670969,0.03148548677563667,-0.022672424092888832,-0.02147856363137882,-0.032311700606427525,0.06901191920042038,-0.30312643126805794,-0.7644889081497929,-0.7843339405441467,0.2563724901931469,2.182000684298471,2.9343886375427246,87.85585585984943,37.50363913402556,37.50363913402556
14:02:1626670969,0.01158930640667677,0.001211892464198172,0.0016446421236061587,-0.011535851014029253,0.0748586431145668,-0.30286296358796383,-0.7644613573641926,-0.784296551762654,0.2561102377512901,2.183702497361678,2.9343886375427246,87.85585585984943,37.50363913402556,37.50363913402556
14:02:1626670969,0.01158930640667677,0.001211892464198172,0.0016446421236061587,-0.011535851014029253,0.0748586431145668,-0.3026313876769322,-0.7644371414972873,-0.784263688752157,0.2558797299784902,2.185198312371613,2.9343886375427246,87.85585585984943,37.50363913402556,37.50363913402556
14:02:1626670969,0.01158930640667677,0.001211892464198172,0.0016446421236061587,-0.011535851014029253,0.0748586431145668,-0.30239962663780084,-0.7644129062715574,-0.7842307994700731,0.25564903793148935,2.1866953231768673,2.946068525314331,87.85585585984943,37.50363913402556,37.50363913402556
14:02:1626670969,0.01158930640667677,0.001211892464198172,0.001639744957437849,-0.01153654813222641,0.0748586431145668,-0.30216774678511293,-0.7643886586215074,-0.7841979913100475,0.25541821367095496,2.1881931014328484,2.946068525314331,87.88017816348383,37.50363913402556,37.50363913402556
14:02:1626670969,0.01158930640667677,0.001211892464198172,0.001639744957437849,-0.01153654813222641,0.0748586431145668,-0.30193579785477587,-0.7643644037480154,-0.7841651733763804,0.25518732064723526,2.1896913258811126,2.946068525314331,87.88017816348383,37.50363913402556,37.50363913402556
14:02:1626670969,0.01158930640667677,0.001211892464198172,0.001639744957437849,-0.01153654813222641,0.0748586431145668,-0.3016784366388672,-0.7643374915146866,-0.7841287599154521,0.2549311310228943,2.1913536955464914,2.946068525314331,87.88017816348383,37.50363913402556,37.50363913402556
14:02:1626670969,0.01158930640667677,0.001211892464198172,0.001639744957437849,-0.01153654813222641,0.0748586431145668,-0.3014138360853269,-0.7643098222646378,-0.784091322176887,0.2546677350167301,2.1930628261631413,2.946068525314331,87.88017816348383,37.50363913402556,37.50363913402556
14:02:1626670969,0.00045434836647473276,0.024175472557544708,0.024175734325908464,0.0004401995249959201,0.058242447674274445,-0.3014005998423413,-0.7636055335455068,-0.7833870258318242,0.25468055907048476,2.194759566476032,2.946068525314331,87.88017816348383,37.50363913402556,37.50363913402556
14:02:1626670970,0.00045434836647473276,0.024175472557544708,0.024175553600312084,0.0004500154854591559,0.058242447674274445,-0.3013899853915562,-0.7630407480579751,-0.7828222384509778,0.2546910722968445,2.196120221955525,2.955002546310425,87.85691453917077,37.50363913402556,37.50363913402556
14:02:1626670970,0.00045434836647473276,0.024175472557544708,0.024175553600312084,0.0004500154854591559,0.058242447674274445,-0.3013809066655997,-0.7625576771229527,-0.7823391658965702,0.25470006444377435,2.197284014455921,2.955002546310425,87.85691453917077,37.50363913402556,37.50363913402556
14:02:1626670970,0.00045434836647473276,0.024175472557544708,0.024175553600312084,0.0004500154854591559,0.058242447674274445,-0.30136775827426365,-0.7618580629119747,-0.7816395493402947,0.25471308744582893,2.19896949315662,2.955002546310425,87.85691453917077,37.50363913402556,37.50363913402556
14:02:1626670970,0.00045434836647473276,0.024175472557544708,0.024175553600312084,0.0004500154854591559,0.058242447674274445,-0.3013587124791351,-0.7613767441970245,-0.7811582290118331,0.2547220469759748,2.200129064288204,2.955002546310425,87.85691453917077,37.50363913402556,37.50363913402556
14:02:1626670970,0.00045434836647473276,0.024175472557544708,0.024175553600312084,0.0004500154854591559,0.058242447674274445,-0.3013418485371451,-0.7604794288397481,-0.7802609106465112,0.2547387500954341,2.2022908355883968,2.955002546310425,87.85691453917077,37.50363913402556,37.50363913402556
14:02:1626670970,0.00045434836647473276,0.024175472557544708,0.024175553600312084,0.0004500154854591559,0.058242447674274445,-0.30131046567475567,-0.758809574638754,-0.7785910508477111,0.25476983367599776,2.206313772293918,2.955002546310425,87.85691453917077,37.50363913402556,37.50363913402556
14:02:1626670970,0.00045434836647473276,0.024175472557544708,0.024175553600312084,0.0004500154854591559,0.058242447674274445,-0.30129570930575467,-0.7580244013660951,-0.7778058749429375,0.2547844493212814,2.2082053759901528,2.955002546310425,87.85691453917077,37.50363913402556,37.50363913402556
14:02:1626670970,0.014851541258394718,0.01309623196721077,0.013642447888478694,-0.01435141752925254,0.043382953852415085,-0.30097385363059037,-0.757740585935186,-0.7775102221753463,0.25447343209430967,2.2091455511315643,2.955002546310425,87.85691453917077,37.50363913402556,37.50363913402556
14:02:1626670970,0.014851541258394718,0.01309623196721077,0.013642447888478694,-0.01435141752925254,0.043382953852415085,-0.3006768372522266,-0.7574786740351727,-0.7772373864882379,0.2541864177040345,2.2100131680079396,2.955002546310425,87.85691453917077,37.50363913402556,37.50363913402556
14:02:1626670970,0.014851541258394718,0.01309623196721077,0.013624458156302408,-0.014368497118208244,0.043382953852415085,-0.30037985982357984,-0.7572167964813945,-0.7769649463098371,0.25389909942147765,2.2108806711079905,2.962709426879883,87.92869299715844,37.50363913402556,37.50363913402556
14:02:1626670970,0.014851541258394718,0.01309623196721077,0.013624458156302408,-0.014368497118208244,0.043382953852415085,-0.3000827620048987,-0.7569548127665258,-0.7766923956884219,0.25361166466455415,2.2117485258803167,2.962709426879883,87.92869299715844,37.50363913402556,37.50363913402556
14:02:1626670970,0.014851541258394718,0.01309623196721077,0.013624458156302408,-0.014368497118208244,0.043382953852415085,-0.29966535205126554,-0.7565867366535424,-0.7763094735156754,0.2532078309067279,2.2129678253752947,2.962709426879883,87.92869299715844,37.50363913402556,37.50363913402556
14:02:1626670970,0.014851541258394718,0.01309623196721077,0.013624458156302408,-0.014368497118208244,0.043382953852415085,-0.299167730466781,-0.7561479291527642,-0.7758529670603841,0.25272639438924976,2.214421431695343,2.962709426879883,87.92869299715844,37.50363913402556,37.50363913402556
14:02:1626670970,0.014851541258394718,0.01309623196721077,0.013624458156302408,-0.014368497118208244,0.043382953852415085,-0.29875505467420593,-0.7557840276685488,-0.7754743878967649,0.25232714081460694,2.2156269021952597,2.962709426879883,87.92869299715844,37.50363913402556,37.50363913402556
14:02:1626670970,0.014851541258394718,0.01309623196721077,0.013624458156302408,-0.014368497118208244,0.043382953852415085,-0.2984583498935782,-0.755522390538417,-0.7752021978393087,0.25204008631223346,2.21649360886104,2.962709426879883,87.92869299715844,37.50363913402556,37.50363913402556
14:02:1626670970,0.011956908740103245,-0.00196112971752882,-0.0015276867729842967,-0.01201997793308211,0.042207155376672745,-0.29821922334983286,-0.7555616112250829,-0.7752327500887144,0.25179969844597894,2.217337710911656,2.962709426879883,87.92869299715844,37.50363913402556,37.50363913402556
14:02:1626670970,0.011956908740103245,-0.00196112971752882,-0.0015116441798582083,-0.01202200599990005,0.042207155376672745,-0.2979470594736984,-0.7556062505777055,-0.775267158224485,0.25152605282210033,2.2182984327217503,2.9627015590667725,87.85222902940015,37.50363913402556,37.50363895852219
14:02:1626670970,0.011956908740103245,-0.00196112971752882,-0.0015116441798582083,-0.01202200599990005,0.042207155376672745,-0.2977076763625257,-0.7556455133456499,-0.7752974220739988,0.25128536643221927,2.2191434404396673,2.9627015590667725,87.85222902940015,37.50363913402556,37.50363895852219
14:02:1626670970,0.011956908740103245,-0.00196112971752882,-0.0015116441798582083,-0.01202200599990005,0.042207155376672745,-0.29742027808270777,-0.7556926513910736,-0.7753337562090525,0.25099640346366003,2.2201579387615102,2.9627015590667725,87.85222902940015,37.50363895852219,37.50363895852219
14:02:1626670970,0.011956908740103245,-0.00196112971752882,-0.0015116441798582083,-0.01202200599990005,0.042207155376672745,-0.29715873324731445,-0.7557355490463376,-0.7753668218397091,0.2507334346939984,2.221081176008307,2.9627015590667725,87.85222902940015,37.50363895852219,37.50363895852219
14:02:1626670970,0.02054864540696144,-0.006766899488866329,-0.005989959653120525,-0.020788413602472054,0.03654193878173828,-0.2913743413789702,-0.7576404141896156,-0.7770529803782901,0.244881548683197,2.2313676396343234,2.9651002883911133,87.846478010119,37.50363895852219,37.50363895852219
14:02:1626670970,0.02054864540696144,-0.006766899488866329,-0.005989959653120525,-0.020788413602472054,0.03654193878173828,-0.2909635991241708,-0.7577756762226602,-0.7771727123355726,0.24446601375582463,2.2320980682359512,2.9651002883911133,87.846478010119,37.50363895852219,37.50363895852219
14:02:1626670970,0.02054864540696144,-0.006766899488866329,-0.005989959653120525,-0.020788413602472054,0.03654193878173828,-0.29055279318004645,-0.7579109592293141,-0.7772924628583848,0.24405041439597983,2.2328286100971817,2.9651002883911133,87.846478010119,37.50363895852219,37.50363895852219
14:02:1626670970,0.02054864540696144,-0.006766899488866329,-0.005989959653120525,-0.020788413602472054,0.03654193878173828,-0.29014176187369545,-0.7580463164502778,-0.7774122790746099,0.24363458704430951,2.2335595527231598,2.9651002883911133,87.846478010119,37.50363895852219,37.50363895852219
14:02:1626670970,0.0526120662689209,-0.003918827045708895,-0.001939045141438556,-0.05272216636708859,0.03182569146156311,-0.2890897849693883,-0.7581246732957015,-0.7774510502320622,0.2425804086913871,2.2341959066008052,2.9651002883911133,87.846478010119,37.50363895852219,37.50363895852219
14:02:1626670970,0.0526120662689209,-0.003918827045708895,-0.0019014479491165298,-0.0527235357141031,0.03182569146156311,-0.2873059838648655,-0.7582575403071745,-0.777515518427143,0.24079282823863607,2.2352749500143667,2.963188648223877,87.80561981850398,37.50363895852219,37.50363895852219
14:02:1626670970,0.0526120662689209,-0.003918827045708895,-0.0019014479491165298,-0.0527235357141031,0.03182569146156311,-0.28625417002858144,-0.758335885006423,-0.7775535319362804,0.23973878591917164,2.2359112052501424,2.963188648223877,87.80561981850398,37.50363895852219,37.50363895852219
14:02:1626670970,0.0526120662689209,-0.003918827045708895,-0.0019014479491165298,-0.0527235357141031,0.03182569146156311,-0.28509121906271817,-0.7584225077912907,-0.7775955620424096,0.23857337100334153,2.2366146887140936,2.963188648223877,87.80561981850398,37.50363895852219,37.50363895852219
14:02:1626670970,0.0526120662689209,-0.003918827045708895,-0.0019014479491165298,-0.0527235357141031,0.03182569146156311,-0.28403968118770395,-0.7585008319354734,-0.7776335655780557,0.23751960522982743,2.2372507770174743,2.963188648223877,87.80561981850398,37.50363895852219,37.50363895852219
14:02:1626670971,0.0526120662689209,-0.003918827045708895,-0.0019014479491165298,-0.0527235357141031,0.03182569146156311,-0.28261210845145657,-0.7586071651598696,-0.7776851593557583,0.23608900788815868,2.2381143334725757,2.963188648223877,87.80561981850398,37.50363895852219,37.50363895852219
14:02:1626670971,0.0526120662689209,-0.003918827045708895,-0.0019014479491165298,-0.0527235357141031,0.03182569146156311,-0.28155912805162275,-0.7586855967509875,-0.777723215025564,0.2350337965335405,2.238751294377112,2.963188648223877,87.80561981850398,37.50363895852219,37.50363895852219
14:02:1626670971,0.0526120662689209,-0.003918827045708895,-0.0019014479491165298,-0.0527235357141031,0.03182569146156311,-0.2805071762347038,-0.7587639517277689,-0.7777612335214471,0.2339796159411009,2.2393876330790854,2.963188648223877,87.80561981850398,37.50363895852219,37.50363895852219
14:02:1626670971,0.0526120662689209,-0.003918827045708895,-0.0019014479491165298,-0.0527235357141031,0.03182569146156311,-0.27937576011576626,-0.7588482256292002,-0.7778021239295134,0.23284580268523278,2.2400720407229877,2.963188648223877,87.80561981850398,37.50363895852219,37.50363895852219
14:02:1626670971,0.05217653140425682,-0.022795747965574265,-0.020905959618985757,-0.05296203741453607,0.02821296639740467,-0.27777363125730625,-0.7595481902432306,-0.7784440608371217,0.23121955413514722,2.2409383460604935,2.9717557430267334,87.9405228848009,37.50363895852219,37.50363895852219
14:02:1626670971,0.05217653140425682,-0.022795747965574265,-0.020905959618985757,-0.05296203741453607,0.02821296639740467,-0.27672938011284964,-0.7600044199936784,-0.7788624687241648,0.23015958202327222,2.241502994987053,2.9717557430267334,87.9405228848009,37.50363895852219,37.50363895852219
14:02:1626670971,0.05217653140425682,-0.022795747965574265,-0.020905959618985757,-0.05296203741453607,0.02821296639740467,-0.275250816328938,-0.760650399449613,-0.7794548958926375,0.22865875879229527,2.2423024860461407,2.9717557430267334,87.9405228848009,37.50363895852219,37.50363895852219
14:02:1626670971,0.05217653140425682,-0.022795747965574265,-0.020905959618985757,-0.05296203741453607,0.02821296639740467,-0.27318832577574215,-0.7615514945122142,-0.7802812893507534,0.22656521790512596,2.24341771879746,2.9717557430267334,87.9405228848009,37.50363895852219,37.50363895852219
14:02:1626670971,0.05217653140425682,-0.022795747965574265,-0.020905959618985757,-0.05296203741453607,0.02821296639740467,-0.2717156833625629,-0.7621948869415451,-0.780871343959493,0.2250704051897934,2.2442140080447563,2.9717557430267334,87.9405228848009,37.50363895852219,37.50363895852219
14:02:1626670971,0.053921718150377274,-0.0285318773239851,-0.02656622081196567,-0.054916806386474656,0.015552597120404243,-0.2704457479543687,-0.7628668544254991,-0.7814970173547089,0.22377703399674953,2.244580294477201,2.979830741882324,87.93066692182857,37.50363895852219,37.50363895852219
14:02:1626670971,0.053921718150377274,-0.0285318773239851,-0.02656622081196567,-0.054916806386474656,0.015552597120404243,-0.2693283996911995,-0.763458082685029,-0.7820475139208687,0.22263906583958504,2.244902570324046,2.979830741882324,87.93066692182857,37.50363895852219,37.50363895852219
14:02:1626670971,0.053921718150377274,-0.0285318773239851,-0.02656622081196567,-0.054916806386474656,0.015552597120404243,-0.26816527142774094,-0.7640735347526451,-0.7826205654359095,0.22145447284370065,2.2452380504589793,2.979830741882324,87.93066692182857,37.50363895852219,37.50363895852219
14:02:1626670971,0.053921718150377274,-0.0285318773239851,-0.02656622081196567,-0.054916806386474656,0.015552597120404243,-0.2670867738135114,-0.7646442057675706,-0.7831519210148414,0.22035607229749138,2.2455491206448857,2.979830741882324,87.93066692182857,37.50363895852219,37.50363895852219
14:02:1626670971,0.053921718150377274,-0.0285318773239851,-0.02656622081196567,-0.054916806386474656,0.015552597120404243,-0.26597170105162027,-0.7652342299793524,-0.7837012964841319,0.21922042163441657,2.245870740170756,2.979830741882324,87.93066692182857,37.50363895852219,37.50363895852219
14:02:1626670971,0.053921718150377274,-0.0285318773239851,-0.02656622081196567,-0.054916806386474656,0.015552597120404243,-0.2648923806572676,-0.7658053363561756,-0.7842330574314234,0.21812118312424267,2.246182047670461,2.979830741882324,87.93066692182857,37.50363895852219,37.50363895852219
14:02:1626670971,0.053921718150377274,-0.0285318773239851,-0.02656622081196567,-0.054916806386474656,0.015552597120404243,-0.2634090366546329,-0.7665902258323309,-0.7849638732448995,0.21661046502787096,2.246609887369478,2.979830741882324,87.93066692182857,37.50363895852219,37.50363895852219
14:02:1626670971,0.053921718150377274,-0.0285318773239851,-0.02656622081196567,-0.054916806386474656,0.015552597120404243,-0.2621986242459724,-0.7672306976040022,-0.7855602207728536,0.21537771529039382,2.2469590056317883,2.979830741882324,87.93066692182857,37.50363895852219,37.50363895852219
14:02:1626670971,0.07489319890737534,-0.026929354295134544,-0.024207487334671797,-0.07581674565868857,0.004466754384338856,-0.2601149443426327,-0.7679799265750344,-0.7862337219132173,0.21326834045302032,2.2470832797511955,2.989708185195923,87.93066692182857,37.50363895852219,37.50363895852219
14:02:1626670971,0.07489319890737534,-0.026929354295134544,-0.02422311362677116,-0.07581175457379351,0.004466754384338856,-0.2580642443421284,-0.7687172969594256,-0.7868969909396621,0.2111924888748952,2.2472055868945926,2.989708185195923,87.94247631890353,37.50363895852219,37.50363895852219
14:02:1626670971,0.07489319890737534,-0.026929354295134544,-0.02422311362677116,-0.07581175457379351,0.004466754384338856,-0.2560852537567766,-0.7694288827829339,-0.7875370666009325,0.20918922621888167,2.24732361716974,2.989708185195923,87.94247631890353,37.50363895852219,37.50363895852219
14:02:1626670971,0.07489319890737534,-0.026929354295134544,-0.02422311362677116,-0.07581175457379351,0.004466754384338856,-0.25362511727981607,-0.7703134742781428,-0.7883327618881972,0.20669891647740524,2.247470343782501,2.989708185195923,87.94247631890353,37.50363895852219,37.50363919308087
14:02:1626670971,0.07489319890737534,-0.026929354295134544,-0.02422311362677116,-0.07581175457379351,0.004466754384338856,-0.25212677262003114,-0.7708522342027853,-0.7888173796302024,0.2051821948087921,2.2475597075388363,2.989708185195923,87.94247631890353,37.50363919308087,37.50363919308087
14:02:1626670971,0.07489319890737534,-0.026929354295134544,-0.02422311362677116,-0.07581175457379351,0.004466754384338856,-0.25062985643465163,-0.7713904804907568,-0.789301535352981,0.20366691913464335,2.247648986098593,2.989708185195923,87.94247631890353,37.50363919308087,37.50363919308087
14:02:1626670971,0.07489319890737534,-0.026929354295134544,-0.02422311362677116,-0.07581175457379351,0.004466754384338856,-0.2484818594712075,-0.7721628359528996,-0.7899962736639966,0.20149257725856354,2.247777096193955,2.989708185195923,87.94247631890353,37.50363919308087,37.50363919308087
14:02:1626670971,0.07489319890737534,-0.026929354295134544,-0.02422311362677116,-0.07581175457379351,0.004466754384338856,-0.24698135424388434,-0.7727023727530069,-0.790481590210082,0.19997366852332304,2.247866588810116,2.989708185195923,87.94247631890353,37.50363919308087,37.50363919308087
14:02:1626670971,0.07398407906293869,-0.025709085166454315,-0.023036271212707606,-0.07485940971916451,-0.004808266647160053,-0.2437853643172656,-0.7738129627374368,-0.7914767190496265,0.1967398657591967,2.247658879638583,2.989708185195923,87.94247631890353,37.50363919308087,37.50363919308087
14:02:1626670971,0.07398407906293869,-0.025709085166454315,-0.023036271212707606,-0.07485940971916451,-0.004808266647160053,-0.24224267699973057,-0.7743490386085439,-0.7919570624409784,0.1951789263863666,2.247558619527626,2.989708185195923,87.94247631890353,37.50363919308087,37.50363919308087
14:02:1626670971,0.07398407906293869,-0.025709085166454315,-0.023036271212707606,-0.07485940971916451,-0.004808266647160053,-0.2407641080978835,-0.7748628336615271,-0.7924174414125223,0.1936828640358814,2.2474625265083397,2.989708185195923,87.94247631890353,37.50363919308087,37.50363919308087
14:02:1626670971,0.07398407906293869,-0.025709085166454315,-0.023036271212707606,-0.07485940971916451,-0.004808266647160053,-0.23928381055649384,-0.7753772294078187,-0.7928783586270213,0.1921850525937346,2.2473663211438035,2.9878382682800293,87.94247631890353,37.50363919308087,37.50363919308087
14:02:1626670971,0.07398407906293869,-0.025709085166454315,-0.023036271212707606,-0.07485940971916451,-0.004808266647160053,-0.2376725068326242,-0.7759371491255562,-0.793380066968319,0.19055468499066477,2.24726160161425,2.9878382682800293,87.94247631890353,37.50363919308087,37.50363919308087
14:02:1626670971,0.07398407906293869,-0.025709085166454315,-0.023103013094883433,-0.07483883885272946,-0.004808266647160053,-0.23508270493173677,-0.7768370919034817,-0.7941887845733385,0.18793496234795776,2.2470932889413007,2.9878382682800293,87.99356613389523,37.50363919308087,37.50363919308087
14:02:1626670971,0.07398407906293869,-0.025709085166454315,-0.023103013094883433,-0.07483883885272946,-0.004808266647160053,-0.23350082335844968,-0.7773867875759288,-0.7946827588332751,0.18633480483235737,2.246990481573757,2.9878382682800293,87.99356613389523,37.50363919308087,37.50363919308087
14:02:1626670971,0.07398407906293869,-0.025709085166454315,-0.023103013094883433,-0.07483883885272946,-0.004808266647160053,-0.23186884651678463,-0.7779538910952732,-0.795192376345868,0.18468397328303368,2.246884418486724,2.9878382682800293,87.99356613389523,37.50363919308087,37.50363919308087
14:02:1626670971,0.07398407906293869,-0.025709085166454315,-0.023103013094883433,-0.07483883885272946,-0.004808266647160053,-0.2303000002967832,-0.7784990570498129,-0.7956822800552015,0.18309700172198312,2.246782458294076,2.9878382682800293,87.99356613389523,37.50363919308087,37.50363919308087
14:02:1626670971,0.06511832028627396,-0.01984371431171894,-0.017551643754448506,-0.06577315893362434,-0.0015443615848198533,-0.22785033783835162,-0.7792455505369231,-0.7963425489718446,0.18062270512612766,2.2467243615160886,2.9878382682800293,87.99356613389523,37.50363919308087,37.50363919308087
14:02:1626670971,0.06511832028627396,-0.01984371431171894,-0.017551643754448506,-0.06577315893362434,-0.0015443615848198533,-0.22599449154448736,-0.7798110885222398,-0.7968427638556088,0.17874819619060708,2.2466803478236135,2.9878382682800293,87.99356613389523,37.50363919308087,37.50363919308087
14:02:1626670971,0.06511832028627396,-0.01984371431171894,-0.017551643754448506,-0.06577315893362434,-0.0015443615848198533,-0.2246919866520387,-0.7802080050099769,-0.7971938340576684,0.17743259313257018,2.246649457307533,2.983206272125244,87.99356613389523,37.50363919308087,37.50363919308087
14:02:1626670971,0.06511832028627396,-0.01984371431171894,-0.01753115496722069,-0.06577862297210371,-0.0015443615848198533,-0.22339075484381654,-0.78060453354668,-0.7975441517006594,0.17611816677550093,2.246618596984221,2.983206272125244,87.97571884959397,37.50363919308087,37.50363919308087
14:02:1626670971,0.06511832028627396,-0.01984371431171894,-0.01753115496722069,-0.06577862297210371,-0.0015443615848198533,-0.2215813761242189,-0.781155911319257,-0.7980312726612157,0.17429044087460346,2.2465756853277985,2.983206272125244,87.97571884959397,37.50363919308087,37.50363919308087
14:02:1626670971,0.06511832028627396,-0.01984371431171894,-0.01753115496722069,-0.06577862297210371,-0.0015443615848198533,-0.2198032190190049,-0.7816977748292815,-0.7985099881383737,0.1724942531766586,2.246533514130615,2.983206272125244,87.97571884959397,37.50363919308087,37.50363919308087
14:02:1626670971,0.03423125669360161,0.004854585509747267,0.006060707406177752,-0.03403841595949193,0.024561718106269836,-0.21911872511992359,-0.7816007017304545,-0.798388797225613,0.1718136153529523,2.2470246543287438,2.983206272125244,87.97571884959397,37.50363919308087,37.50363919308087
14:02:1626670972,0.02402263879776001,0.00575880566611886,0.00665175854899311,-0.0237908622314044,0.022621193900704384,-0.21280541007035625,-0.780087247909435,-0.7966406692323901,0.16556121278251887,2.252969660000053,2.988248109817505,87.8601657092157,37.50363919308087,37.50363919308087
14:02:1626670972,0.02402263879776001,0.00575880566611886,0.00665175854899311,-0.0237908622314044,0.022621193900704384,-0.2123244766473502,-0.7799719565734269,-0.7965075009724454,0.1650849195282457,2.2534225364848863,2.988248109817505,87.8601657092157,37.50363919308087,37.50363919308087
14:02:1626670972,0.02402263879776001,0.00575880566611886,0.006695768953219727,-0.023778513318390322,0.022621193900704384,-0.21184454552694065,-0.779856905513515,-0.7963737309931032,0.16460986561619867,2.253874469139961,3.0035886764526367,87.75414751291876,37.50363919308087,37.50363919308087
14:02:1626670972,0.02402263879776001,0.00575880566611886,0.006695768953219727,-0.023778513318390322,0.022621193900704384,-0.21130013484863897,-0.7797263971490804,-0.7962219887907472,0.16407098740745343,2.2543871197117467,3.0035886764526367,87.75414751291876,37.50363919308087,37.50363919308087
14:02:1626670972,0.02402263879776001,0.00575880566611886,0.006695768953219727,-0.023778513318390322,0.022621193900704384,-0.21081940761359563,-0.7796111552412979,-0.7960879969124,0.16359514547113557,2.2548398020373153,3.0035886764526367,87.75414751291876,37.50363919308087,37.50363919308087
14:02:1626670972,0.02402263879776001,0.00575880566611886,0.006695768953219727,-0.023778513318390322,0.022621193900704384,-0.20988294197909996,-0.7793866618520636,-0.795826978230231,0.16266819648982106,2.2557216356642376,3.0035886764526367,87.75414751291876,37.50363919308087,37.50363919308087
14:02:1626670972,0.02402263879776001,0.00575880566611886,0.006695768953219727,-0.023778513318390322,0.022621193900704384,-0.2091819773626722,-0.7792186237344023,-0.7956316001472695,0.1619743552924501,2.256381707051034,3.0035886764526367,87.75414751291876,37.503640102215414,37.503640102215414
14:02:1626670972,0.02402263879776001,0.00575880566611886,0.006695768953219727,-0.023778513318390322,0.022621193900704384,-0.2087017598700922,-0.7791035040241773,-0.7954977503481413,0.16149901791843516,2.2568339093717538,3.0035886764526367,87.75414751291876,37.503640102215414,37.503640102215414
14:02:1626670972,0.02402263879776001,0.00575880566611886,0.006695768953219727,-0.023778513318390322,0.022621193900704384,-0.2081679392346527,-0.7789755343483252,-0.7953489598814713,0.16097062213326382,2.257336587707974,3.0035886764526367,87.75414751291876,37.503640102215414,37.503640102215414
14:02:1626670972,0.02402263879776001,0.00575880566611886,0.006695768953219727,-0.023778513318390322,0.022621193900704384,-0.20750751346266982,-0.7788172143690022,-0.7951648810874147,0.16031690781207245,2.2579584852260117,3.0035886764526367,87.75414751291876,37.503640102215414,37.503640102215414
14:02:1626670972,0.024792850017547607,0.014945698902010918,0.01590578815145019,-0.02418812169109804,0.005647435784339905,-0.20694709616233498,-0.7784793819606928,-0.7948053468326104,0.15977015978396347,2.258086139800368,3.0035886764526367,87.75414751291876,37.503640102215414,37.503640102215414
