time,speed_north,speed_east,speed_forward,speed_right,speed_up,North,East,Forward,Right,Altitude,Heading
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:18:1626067139,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:19:1626067140,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:19:1626067140,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:19:1626067140,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:19:1626067140,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:19:1626067140,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:19:1626067140,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:19:1626067140,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:19:1626067140,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:19:1626067140,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:19:1626067140,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:19:1626067140,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:19:1626067140,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:19:1626067140,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:19:1626067140,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:19:1626067140,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:19:1626067140,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:19:1626067140,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:19:1626067140,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:19:1626067140,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,90.89246917237789
14:19:1626067140,-0.000195813670870848,0.011236201971769333,0.011237888863199742,2.0776006934539144e-05,0.058859407901763916,-4.063936289700615e-06,0.00023319724689496724,0.0002332322568065344,4.311873025047059e-07,0.0012215739723302477,90.89246917237789
14:19:1626067140,-0.000195813670870848,0.011236201971769333,0.011237888863199742,2.0776006934539144e-05,0.058859407901763916,-7.991177092304957e-06,0.00045855061805433195,0.000458619460276103,8.478710906469978e-07,0.002402058804165108,90.89246917237789
14:19:1626067140,-0.000195813670870848,0.011236201971769333,0.011237888860722972,2.0777346595286388e-05,0.058859407901763916,-1.1924346968290866e-05,0.0006842442119658898,0.0006843469375257704,1.2652108676301844e-06,0.003584325849402603,90.89246234218871
14:19:1626067140,-0.000195813670870848,0.011236201971769333,0.011237888860722972,2.0777346595286388e-05,0.058859407901763916,-1.5862792319017854e-05,0.0009102405237593203,0.0009103771781042908,1.6831104133295316e-06,0.004768178643573151,90.89246234218871
14:19:1626067140,-0.000195813670870848,0.011236201971769333,0.011237888860722972,2.0777346595286388e-05,0.058859407901763916,-1.9734663979649458e-05,0.0011324166966186766,0.0011325867062319753,2.093945975053259e-06,0.005932020128199156,90.89246234218871
14:19:1626067140,-0.000195813670870848,0.011236201971769333,0.011237888860722972,2.0777346595286388e-05,0.058859407901763916,-2.365303451499004e-05,0.001357261073109406,0.0013574648385679575,2.5097154274079243e-06,0.007109838656518264,90.89246234218871
14:19:1626067140,-0.000195813670870848,0.011236201971769333,0.011237888860722972,2.0777346595286388e-05,0.058859407901763916,-2.756514917762881e-05,0.0015817464744127818,0.001581983941823707,2.9248210832319213e-06,0.008285776739199946,90.89246234218871
14:19:1626067140,-0.000195813670870848,0.011236201971769333,0.011237888860722972,2.0777346595286388e-05,0.058859407901763916,-3.1593370970188495e-05,0.0018128943480366644,0.001813166517635718,3.3522466045169047e-06,0.00949661533158519,90.89246234218871
14:19:1626067140,-0.000195813670870848,0.011236201971769333,0.011237888860722972,2.0777346595286388e-05,0.058859407901763916,-3.562742846489539e-05,0.002044377086574123,0.0020446840086345134,3.7802913389834817e-06,0.01070920807102027,90.89246234218871
14:19:1626067140,-0.000195813670870848,0.011236201971769333,0.011237888860722972,2.0777346595286388e-05,0.058859407901763916,-3.964654656210542e-05,0.002275002570932827,0.0022753441167551406,4.206750887705179e-06,0.011917310194007769,90.89246234218871
14:19:1626067140,-0.000195813670870848,0.011236201971769333,0.011237888860722972,2.0777346595286388e-05,0.058859407901763916,-4.3525747864633924e-05,0.0024975993341236347,0.0024979742983574265,4.618364181184988e-06,0.013083354887328369,90.89246234218871
14:19:1626067140,-0.000195813670870848,0.011236201971769333,0.011237888860722972,2.0777346595286388e-05,0.058859407901763916,-4.7433007223086215e-05,0.0027218061278189154,0.002722214752177771,5.032954651641899e-06,0.014257833519664587,90.89246234218871
14:19:1626067140,-0.0028131173457950354,0.08493455499410629,0.08496806809020092,0.0014898544449235371,0.28356489539146423,-0.00010359268346864584,0.004417397361387465,0.004418475024536855,3.477566815948075e-05,0.01991878212658804,90.89246234218871
14:19:1626067140,-0.0028131173457950354,0.08493455499410629,0.08496806809020092,0.0014898544449235371,0.28356489539146423,-0.0001605250054695813,0.0061363165672139175,0.006138072473800596,6.49275824120801e-05,0.025657614158149045,90.89246234218871
14:19:1626067140,-0.0028131173457950354,0.08493455499410629,0.08496808495717877,0.0014888921914400228,0.28356489539146423,-0.0002183185055520294,0.00788123674211949,0.007883681498009412,9.551581617963612e-05,0.03148325375675398,90.89311121015986
14:19:1626067140,-0.0028131173457950354,0.08493455499410629,0.08496808495717877,0.0014888921914400228,0.28356489539146423,-0.0002759074423051462,0.009619980674369977,0.009623111841342465,0.000125995781181173,0.03728827317782901,90.89311121015986
14:19:1626067140,-0.0028131173457950354,0.08493455499410629,0.08496808495717877,0.0014888921914400228,0.28356489539146423,-0.0003344769416401723,0.011388330071413044,0.011392159336939016,0.00015699472630048038,0.04319213423676871,90.89311121015986
14:19:1626067140,-0.0028131173457950354,0.08493455499410629,0.08496808495717877,0.0014888921914400228,0.28356489539146423,-0.0003907620386810924,0.01308770805047832,0.013092208186427857,0.00018678461103598042,0.04886572537876788,90.89311121015986
14:19:1626067140,-0.0028131173457950354,0.08493455499410629,0.08496808495717877,0.0014888921914400228,0.28356489539146423,-0.00046792668000205165,0.015417488029856763,0.015422907902616377,0.00022762536447620938,0.05664399437874579,90.89311121015986
14:19:1626067140,-0.0028131173457950354,0.08493455499410629,0.08496808495717877,0.0014888921914400228,0.28356489539146423,-0.0005455762370184421,0.01776190874182415,0.01776825413117597,0.00026872276813883785,0.0644711433405405,90.89311121015986
