time,speed_north,speed_east,speed_forward,speed_right,speed_up,North,East,Forward,Right,Altitude,Heading
14:19:1626067143,-0.01349025871604681,0.034923043102025986,0.035128788966793494,0.012945045595065664,0.18265417218208313,-0.008073676065170388,0.03730148290545365,0.03742274404258829,0.0074879569250005246,1.6642458742471575,90.89184762516341
14:19:1626067143,-0.01349025871604681,0.034923043102025986,0.035128788966793494,0.012945045595065664,0.18265417218208313,-0.008356352728100858,0.03803326496325177,0.03815883732641167,0.007759209120182164,1.6680732338960382,90.89184762516341
14:19:1626067143,-0.01349025871604681,0.034923043102025986,0.035128788966793494,0.012945045595065664,0.18265417218208313,-0.008633156375528517,0.03874984319302399,0.038879637210268485,0.008024825659661072,1.6718210746263082,90.89184762516341
14:19:1626067143,-0.01349025871604681,0.034923043102025986,0.035128788966793494,0.012945045595065664,0.18265417218208313,-0.00891215677519518,0.039472108287276875,0.03960615746223985,0.008292550168934593,1.675598658741798,90.89184762516341
14:19:1626067143,-0.019878171384334564,0.0779499039053917,0.07824986555276613,0.01866246922084006,0.027380390092730522,-0.009341909321693643,0.04115733219721118,0.041297866338991206,0.008696020061438173,1.6761906041546313,90.89184762516341
14:19:1626067143,-0.019878171384334564,0.0779499039053917,0.07824986555276613,0.01866246922084006,0.027380390092730522,-0.009741263835226655,0.042723353807157416,0.04286991420937406,0.009070950993107615,1.6767406790158654,90.89184762516341
14:19:1626067143,-0.019878171384334564,0.0779499039053917,0.07824986555276613,0.01866246922084006,0.027380390092730522,-0.010292390504619598,0.04488453202059883,0.045039408925398476,0.009588372052895614,1.6774998063473854,90.89184762516341
14:19:1626067143,-0.019878171384334564,0.0779499039053917,0.07824986555276613,0.01866246922084006,0.027380390092730522,-0.010690531750856203,0.04644579594598053,0.046606680803010773,0.009962163917840152,1.678048210042232,90.89184762516341
14:19:1626067143,-0.019878171384334564,0.0779499039053917,0.07774038661450546,0.02068239602831353,0.027380390092730522,-0.011089578208239737,0.048010609550080297,0.04816728843005801,0.010377354868040227,1.6785978605838756,89.40807782043736
14:19:1626067143,-0.019878171384334564,0.0779499039053917,0.07774038661450546,0.02068239602831353,0.027380390092730522,-0.01151712222911271,0.04968717298733072,0.049839345523980574,0.010822196326958375,1.6791867639516442,89.40807782043736
14:19:1626067143,-0.019878171384334564,0.0779499039053917,0.07774038661450546,0.02068239602831353,0.027380390092730522,-0.011989187472573371,0.05153832114645329,0.05168551808303314,0.011313360233722453,1.6798369912922415,89.40807782043736
14:19:1626067143,-0.019878171384334564,0.0779499039053917,0.07774038661450546,0.02068239602831353,0.027380390092730522,-0.012466574978431944,0.05341033992966171,0.05355250516916055,0.011810061729259256,1.6804945495697652,89.40807782043736
14:19:1626067143,-0.027184538543224335,0.12929955124855042,0.12901181305387452,0.028518856594132527,0.014834403991699219,-0.013113713244977555,0.05648836486383768,0.056623680386309855,0.012488963943870869,1.6808476881918963,89.40807782043736
14:19:1626067143,-0.027184538543224335,0.12929955124855042,0.12901181305387452,0.028518856594132527,0.014834403991699219,-0.013662348728515562,0.05909787474047956,0.05922738316112003,0.013064528493278047,1.6811470745652954,89.40807782043736
14:19:1626067143,-0.027184538543224335,0.12929955124855042,0.12901181305387452,0.028518856594132527,0.014834403991699219,-0.014207030619631234,0.06168857989379628,0.06181232305990528,0.013635945393272493,1.6814443034922064,89.40807782043736
14:19:1626067143,-0.027184538543224335,0.12929955124855042,0.12901543270809337,0.028502477296333317,0.014834403991699219,-0.01486359917629897,0.06481145871721505,0.06492833977309423,0.014324345174278628,1.6818025881547314,89.41535197190342
14:19:1626067143,-0.027184538543224335,0.12929955124855042,0.12901543270809337,0.028502477296333317,0.014834403991699219,-0.01572606564128264,0.06891366286947598,0.06902152987816672,0.015228625039024501,1.68227322980092,89.41535197190342
14:19:1626067143,-0.027184538543224335,0.12929955124855042,0.12901543270809337,0.028502477296333317,0.014834403991699219,-0.016801611293932973,0.07402934912671721,0.07412597509629522,0.01635631442382287,1.682860147202426,89.41535197190342
14:19:1626067143,-0.027184538543224335,0.12929955124855042,0.12901543270809337,0.028502477296333317,0.014834403991699219,-0.017392874281342608,0.07684161091370267,0.07693205731261252,0.016976242543919863,1.6831827950931242,89.41535197190342
14:19:1626067143,-0.027184538543224335,0.12929955124855042,0.12901543270809337,0.028502477296333317,0.014834403991699219,-0.018263552552226437,0.08098287340113242,0.08106421992736508,0.017889132332680413,1.6836579178617725,89.41535197190342
14:19:1626067143,-0.027184538543224335,0.12929955124855042,0.12901543270809337,0.028502477296333317,0.014834403991699219,-0.018806756707158024,0.08356654990376366,0.08364221914504172,0.018458671670955128,1.6839543403988486,89.41535197190342
14:19:1626067143,-0.027184538543224335,0.12929955124855042,0.12901543270809337,0.028502477296333317,0.014834403991699219,-0.019368037205148448,0.08623620406763077,0.08630600709949635,0.01904716371489435,1.6842606270642122,89.41535197190342
14:19:1626067143,-0.027184538543224335,0.12929955124855042,0.12901543270809337,0.028502477296333317,0.014834403991699219,-0.019920127221081708,0.0888621449566207,0.0889261778331725,0.01962601971127808,1.6845618985506903,89.41535197190342
14:19:1626067143,-0.027184538543224335,0.12929955124855042,0.12901543270809337,0.028502477296333317,0.014834403991699219,-0.020655294491365262,0.09235886784522673,0.09241521713901354,0.02039682876499612,1.6849630739567587,89.41535197190342
14:19:1626067143,-0.027184538543224335,0.12929955124855042,0.12901543270809337,0.028502477296333317,0.014834403991699219,-0.021200190265349684,0.09495059030324793,0.09500124463216493,0.020968141734026818,1.685260419597988,89.41535197190342
14:19:1626067143,-0.027184538543224335,0.12929955124855042,0.12901543270809337,0.028502477296333317,0.014834403991699219,-0.02174218889865741,0.09752853290663577,0.09757352255007797,0.02153641710555589,1.685556184290725,89.41535197190342
14:19:1626067143,-0.027184538543224335,0.12929955124855042,0.12901543270809337,0.028502477296333317,0.014834403991699219,-0.022287279111613423,0.10012118018711558,0.1001604728335138,0.022107933940190724,1.6858536360358798,89.41535197190342
14:19:1626067143,-0.03498046100139618,0.16884222626686096,0.16847650063733305,0.03670148165427104,0.007334671448916197,-0.022986979404351893,0.10349846429840337,0.10353044148003307,0.022842059126717114,1.6860003485609019,89.41535197190342
14:19:1626067143,-0.03498046100139618,0.16884222626686096,0.16847650063733305,0.03670148165427104,0.007334671448916197,-0.023685703918048796,0.10687103856022073,0.10689571047898874,0.023575160526375993,1.6861468564854563,89.41535197190342
14:19:1626067143,-0.03498046100139618,0.16884222626686096,0.16850101631765194,0.036588762243870386,0.007334671448916197,-0.025558941138112624,0.11591270163461243,0.11591910143350503,0.02553452381974564,1.686539635172807,89.45368299352553
14:19:1626067143,-0.03498046100139618,0.16884222626686096,0.16850101631765194,0.036588762243870386,0.007334671448916197,-0.026262394427164815,0.11930810055155572,0.11930763865525744,0.02627031987291292,1.6866871346227041,89.45368299352553
14:19:1626067143,-0.03498046100139618,0.16884222626686096,0.16850101631765194,0.036588762243870386,0.007334671448916197,-0.027139603105550515,0.123542174715225,0.1235331562613506,0.027187860089733763,1.6868710669456042,89.45368299352553
14:19:1626067143,-0.03498046100139618,0.16884222626686096,0.16850101631765194,0.036588762243870386,0.007334671448916197,-0.027945137894335937,0.1274302963459979,0.12741342046324752,0.02803043105713353,1.6870399707521084,89.45368299352553
14:19:1626067143,-0.03498046100139618,0.16884222626686096,0.16850101631765194,0.036588762243870386,0.007334671448916197,-0.029264724758207728,0.1337996230349665,0.1337698755046189,0.029410688739283927,1.6873166605331384,89.45368299352553
14:19:1626067143,-0.03498046100139618,0.16884222626686096,0.16850101631765194,0.036588762243870386,0.007334671448916197,-0.03010194317587277,0.1378406738805955,0.1378027598697159,0.030286400057923008,1.687492207734312,89.45368299352553
14:19:1626067144,-0.03498046100139618,0.16884222626686096,0.16850101631765194,0.036588762243870386,0.007334671448916197,-0.030842225868750284,0.14141383942370478,0.14136870447254005,0.031060718825244756,1.6876474295403185,89.45368299352553
14:19:1626067144,-0.03498046100139618,0.16884222626686096,0.16850101631765194,0.036588762243870386,0.007334671448916197,-0.031543068740366484,0.14479663848693658,0.14474466730337862,0.03179378444147129,1.687794381640247,89.45368299352553
14:19:1626067144,-0.03498046100139618,0.16884222626686096,0.16850101631765194,0.036588762243870386,0.007334671448916197,-0.03224592989000029,0.14818917929009867,0.148130352187256,0.0325289611303485,1.687941756930886,89.45368299352553
14:19:1626067144,-0.040768202394247055,0.2041189968585968,0.20372099784124975,0.04271260052471238,0.004070604220032692,-0.033162710564416206,0.15277933388635656,0.15271155672473985,0.03348946673067953,1.688033295214719,89.45368299352553
14:19:1626067144,-0.040768202394247055,0.2041189968585968,0.20372099784124975,0.04271260052471238,0.004070604220032692,-0.03398107728284759,0.156876747650478,0.15680098119498426,0.03434686462105137,1.6881150071083504,89.45368299352553
14:19:1626067144,-0.040768202394247055,0.2041189968585968,0.20372099784124975,0.04271260052471238,0.004070604220032692,-0.03479400085902205,0.16094690858832816,0.16086320597755913,0.03519855976400818,1.6881961755176842,89.45368299352553
14:19:1626067144,-0.040768202394247055,0.2041189968585968,0.20372099784124975,0.04271260052471238,0.004070604220032692,-0.03577115181300537,0.16583932622739095,0.16574608419382067,0.03622231494325839,1.6882937416246817,89.45368299352553
14:19:1626067144,-0.040768202394247055,0.2041189968585968,0.20372611866548632,0.04268816906959509,0.004070604220032692,-0.03694538339627683,0.17171849084051782,0.1716139328804255,0.037451846622600315,1.6884109857452818,89.46055416383057
14:19:1626067144,-0.040768202394247055,0.2041189968585968,0.20372611866548632,0.04268816906959509,0.004070604220032692,-0.03792666530643728,0.17663159142809004,0.1765175769739373,0.03847934171990133,1.6885089643180409,89.46055416383057
14:19:1626067144,-0.040768202394247055,0.2041189968585968,0.20372611866548632,0.04268816906959509,0.004070604220032692,-0.03907603339347086,0.18238626902407074,0.18226117824987606,0.0396828389638566,1.6886237258800103,89.46055416383057
14:19:1626067144,-0.040768202394247055,0.2041189968585968,0.20372611866548632,0.04268816906959509,0.004070604220032692,-0.03989048299345664,0.1864640704864291,0.18633113096079507,0.04053564483169057,1.688705046659049,89.46055416383057
14:19:1626067144,-0.040768202394247055,0.2041189968585968,0.20372611866548632,0.04268816906959509,0.004070604220032692,-0.04070582682395606,0.19054634919881774,0.19040555230415399,0.04138938704356504,1.6887864567247937,89.46055416383057
14:19:1626067144,-0.040768202394247055,0.2041189968585968,0.20372611866548632,0.04268816906959509,0.004070604220032692,-0.041520830458064414,0.19462692460956443,0.19447827362430206,0.04224277303759801,1.6888678328227698,89.46055416383057
14:19:1626067144,-0.040768202394247055,0.2041189968585968,0.20372611866548632,0.04268816906959509,0.004070604220032692,-0.042473477551994696,0.1993966558646454,0.1992388243355534,0.04324028477029813,1.6889629522799205,89.46055416383057
14:19:1626067144,-0.040768202394247055,0.2041189968585968,0.20372611866548632,0.04268816906959509,0.004070604220032692,-0.04328687740311664,0.2034692014247943,0.2033035312605647,0.04409199145164979,1.6890441682441304,89.46055416383057
14:19:1626067144,-0.040768202394247055,0.2041189968585968,0.20372611866548632,0.04268816906959509,0.004070604220032692,-0.04410193935660632,0.20755006883010818,0.2073765440132632,0.04494543851159845,1.6891255501651525,89.46055416383057
14:19:1626067144,-0.040768202394247055,0.2041189968585968,0.20372611866548632,0.04268816906959509,0.004070604220032692,-0.044917808061537653,0.21163497549360155,0.21145358824957597,0.04579973031671407,1.6892070126383116,89.46055416383057
14:19:1626067144,-0.040768202394247055,0.2041189968585968,0.20372611866548632,0.04268816906959509,0.004070604220032692,-0.04573557214636202,0.21572937198052866,0.21554010404377766,0.046656006764089424,1.6892886643604672,89.46055416383057
14:19:1626067144,-0.040768202394247055,0.2041189968585968,0.20372611866548632,0.04268816906959509,0.004070604220032692,-0.04658944564812294,0.2200045617703088,0.2198070651587864,0.04755009319092587,1.6893739215186325,89.46055416383057
14:19:1626067144,-0.046253398060798645,0.2308112382888794,0.2303655341125153,0.04842442819148304,0.002864067442715168,-0.047515769881442,0.22462705551808337,0.224420632717421,0.048519896993436264,1.6894312806574046,89.46055416383057
14:19:1626067144,-0.046253398060798645,0.2308112382888794,0.2303655341125153,0.04842442819148304,0.002864067442715168,-0.04843985549786388,0.22923837823930082,0.2290230508211222,0.04948735710342393,1.6894885011782579,89.46055416383057
14:19:1626067144,-0.046253398060798645,0.2308112382888794,0.2303655341125153,0.04842442819148304,0.002864067442715168,-0.04936585992876906,0.23385927612613866,0.2336350256004806,0.050456826092716796,1.68954584051447,89.46055416383057
14:19:1626067144,-0.046253398060798645,0.2308112382888794,0.2303655341125153,0.04842442819148304,0.002864067442715168,-0.051306134256811395,0.24354152951835228,0.2432985822394273,0.05248817251934173,1.6896659846934032,89.46055416383057
14:19:1626067144,-0.046253398060798645,0.2308112382888794,0.2303609091763336,0.048446424801728435,0.002864067442715168,-0.05254494955917287,0.24972339952006362,0.24946839097387807,0.05378572415674135,1.6897426936645012,89.45508318230539
14:19:1626067144,-0.046253398060798645,0.2308112382888794,0.2303609091763336,0.048446424801728435,0.002864067442715168,-0.05347249786380025,0.25435200156314774,0.2540879622857645,0.054757250597480545,1.689800128599278,89.45508318230539
14:19:1626067144,-0.046253398060798645,0.2308112382888794,0.2303609091763336,0.048446424801728435,0.002864067442715168,-0.05450926420660372,0.2595256176309695,0.2592514842613326,0.05584317346519221,1.689864326449655,89.45508318230539
14:19:1626067144,-0.046253398060798645,0.2308112382888794,0.2303609091763336,0.048446424801728435,0.002864067442715168,-0.055434838558400576,0.26414436935999586,0.26386122447782334,0.05681263236146169,1.6899216391548384,89.45508318230539
14:19:1626067144,-0.046253398060798645,0.2308112382888794,0.2303609091763336,0.048446424801728435,0.002864067442715168,-0.056360247495155766,0.2687622956437101,0.2684701408595044,0.05778191799981471,1.6899789416173185,89.45508318230539
14:19:1626067144,-0.046253398060798645,0.2308112382888794,0.2303609091763336,0.048446424801728435,0.002864067442715168,-0.058035714396832735,0.27712312115062243,0.27681465380226866,0.05953682433454892,1.6900826885938787,89.45508318230539
14:19:1626067144,-0.046253398060798645,0.2308112382888794,0.2303609091763336,0.048446424801728435,0.002864067442715168,-0.05895639246339633,0.28171743969841057,0.2814000085083924,0.060501154796491284,1.690139698115043,89.45508318230539
14:19:1626067144,-0.046253398060798645,0.2308112382888794,0.2303609091763336,0.048446424801728435,0.002864067442715168,-0.059896799030595735,0.2864102063570888,0.28608361924615255,0.061486149152603045,1.6901979292492937,89.45508318230539
14:19:1626067144,-0.04942775517702103,0.24908000230789185,0.24859865742195114,0.051794382509518316,0.0021082167513668537,-0.06087350977374327,0.2913321194256886,0.29099602076158604,0.06250962532809519,1.6902395883928776,89.45508318230539
14:19:1626067144,-0.04942775517702103,0.24908000230789185,0.24859865742195114,0.051794382509518316,0.0021082167513668537,-0.06561078255109108,0.31520453503689705,0.31482230314225396,0.06747372125766211,1.6904416448647774,89.45508318230539
14:19:1626067144,-0.04942775517702103,0.24908000230789185,0.24859865742195114,0.051794382509518316,0.0021082167513668537,-0.06679495933148615,0.32117192631609637,0.3207781624909569,0.06871459705513684,1.690492152951096,89.45508318230539
14:19:1626067144,-0.04942775517702103,0.24908000230789185,0.24859384033747803,0.051817497795661846,0.0021082167513668537,-0.06870804249085714,0.33081247657059887,0.33039989602446945,0.07072017432723013,1.6905737507082446,89.44975563475278
14:19:1626067144,-0.04942775517702103,0.24908000230789185,0.24859384033747803,0.051817497795661846,0.0021082167513668537,-0.06985016040803514,0.3365679217132671,0.3361441075131902,0.07191751158124465,1.69062246487939,89.44975563475278
14:19:1626067144,-0.04942775517702103,0.24908000230789185,0.24859384033747803,0.051817497795661846,0.0021082167513668537,-0.0708397280353995,0.34155462414442095,0.3411210767459446,0.0729549230146785,1.6906646724010779,89.44975563475278
14:19:1626067144,-0.04942775517702103,0.24908000230789185,0.24859384033747803,0.051817497795661846,0.0021082167513668537,-0.07182755155748054,0.34653253755114033,0.3460892741089514,0.07399050601849118,1.6907068055323355,89.44975563475278
14:19:1626067144,-0.04942775517702103,0.24908000230789185,0.24859384033747803,0.051817497795661846,0.0021082167513668537,-0.07281690706393205,0.35151817104689,0.35106517649268243,0.07502769507534948,1.6907490040065387,89.44975563475278
14:19:1626067144,-0.04942775517702103,0.24908000230789185,0.24859384033747803,0.051817497795661846,0.0021082167513668537,-0.07406034807047411,0.35778421100096036,0.3573189861982281,0.07633125420695017,1.6908020398595718,89.44975563475278
14:19:1626067144,-0.04942775517702103,0.24908000230789185,0.24859384033747803,0.051817497795661846,0.0021082167513668537,-0.07504945610252732,0.3627685974054051,0.3622936439247652,0.07736818382447033,1.690844227778376,89.44975563475278
14:19:1626067145,-0.04942775517702103,0.24908000230789185,0.24859384033747803,0.051817497795661846,0.0021082167513668537,-0.0763178095318323,0.3691601778841678,0.3686727491211655,0.07869785984944355,1.6908983262082304,89.44975563475278
14:19:1626067145,-0.049543894827365875,0.2497064769268036,0.24921917072835317,0.05193964839439452,0.002095365198329091,-0.07731460438809377,0.37418412952630487,0.37368689644101966,0.07974285589862305,1.6909404837588018,89.44975563475278
14:19:1626067145,-0.049543894827365875,0.2497064769268036,0.24921906546913547,0.05194015345137271,0.002095365198329091,-0.07829805147529632,0.37914080699877584,0.3786338987884327,0.08077386875699025,1.6909820767907606,89.44963952153688
14:19:1626067145,-0.049543894827365875,0.2497064769268036,0.24921906546913547,0.05194015345137271,0.002095365198329091,-0.08017075528644844,0.38857943253759597,0.3880541007193077,0.08273714846398827,1.691061279251656,89.44963952153688
14:19:1626067145,-0.049543894827365875,0.2497064769268036,0.24921906546913547,0.05194015345137271,0.002095365198329091,-0.08116132512121076,0.39357200941211,0.39303693239537163,0.08377562857139874,1.6911031735267328,89.44963952153688
14:19:1626067145,-0.049543894827365875,0.2497064769268036,0.24921906546913547,0.05194015345137271,0.002095365198329091,-0.08214972151393161,0.39855363190855453,0.39800883107562834,0.0848118301152537,1.6911449758801949,89.44963952153688
14:19:1626067145,-0.049543894827365875,0.2497064769268036,0.24921906546913547,0.05194015345137271,0.002095365198329091,-0.08314626831430792,0.4035763333227598,0.4030217284901622,0.08585657627244175,1.6911871229397124,89.44963952153688
14:19:1626067145,-0.05446763336658478,0.2702193856239319,0.2696837330876,0.057060700657002236,0.0014289417304098606,-0.0842309189760889,0.4089573939146609,0.40839212227239846,0.08699286442935061,1.6912155784186407,89.44963952153688
14:19:1626067145,-0.05446763336658478,0.2702193856239319,0.2696837330876,0.057060700657002236,0.0014289417304098606,-0.08532527025139834,0.41438658022207076,0.41381054637113457,0.08813931502164583,1.691244288390203,89.44963952153688
14:19:1626067145,-0.05446763336658478,0.2702193856239319,0.2696837330876,0.057060700657002236,0.0014289417304098606,-0.08686395377903643,0.42202014334587457,0.42142897757744446,0.08975125140936266,1.6912846552827343,89.44963952153688
14:19:1626067145,-0.05446763336658478,0.2702193856239319,0.2696736004146072,0.05710856933030854,0.0014289417304098606,-0.09005246882787353,0.4378386859241905,0.4372155700921024,0.09309436586968281,1.69136830500147,89.43946936986273
14:19:1626067145,-0.05446763336658478,0.2702193856239319,0.2696736004146072,0.05710856933030854,0.0014289417304098606,-0.09115711807711611,0.4433189615119195,0.44268477669841133,0.09425257551340757,1.691397285137234,89.43946936986273
14:19:1626067145,-0.05785340815782547,0.28618907928466797,0.28560940699647297,0.06065041279665751,0.0009995261207222939,-0.09231327477720007,0.4490382342746093,0.44839246514790004,0.0954646282403,1.6914172599124147,89.43946936986273
14:19:1626067145,-0.05785340815782547,0.28618907928466797,0.28560940699647297,0.06065041279665751,0.0009995261207222939,-0.0936399997635312,0.45560127376341963,0.4549422112848903,0.09685549561788143,1.6914401815746136,89.43946936986273
14:19:1626067145,-0.05785340815782547,0.28618907928466797,0.28560940699647297,0.06065041279665751,0.0009995261207222939,-0.09503918109853259,0.4625227401172074,0.4618496582978668,0.09832232234853332,1.6914643550561161,89.43946936986273
14:19:1626067145,-0.05785340815782547,0.28618907928466797,0.28560940699647297,0.06065041279665751,0.0009995261207222939,-0.09618732387541505,0.46820236962679385,0.4675177837911499,0.09952597370780078,1.6914841913757446,89.43946936986273
14:19:1626067145,-0.05785340815782547,0.28618907928466797,0.28560940699647297,0.06065041279665751,0.0009995261207222939,-0.09734687373403182,0.47393842765671845,0.47324222350953116,0.10074158364026248,1.6915042247741021,89.43946936986273
14:19:1626067145,-0.05785340815782547,0.28618907928466797,0.28560940699647297,0.06065041279665751,0.0009995261207222939,-0.09874962754082182,0.4808775663040583,0.4801673070210571,0.10221215555889177,1.6915284599767544,89.43946936986273
14:19:1626067145,-0.05785340815782547,0.28618907928466797,0.28560940699647297,0.06065041279665751,0.0009995261207222939,-0.09992876392430282,0.4867105149009481,0.48598844105581007,0.10344829895439554,1.6915488317690603,89.43946936986273
14:19:1626067145,-0.05785340815782547,0.28618907928466797,0.28558955234241,0.06074383532625966,0.0009995261207222939,-0.1010639271801309,0.4923259373517217,0.491592099965292,0.10464017635757865,1.6915684438431215,89.42072733078021
14:19:1626067145,-0.05785340815782547,0.28618907928466797,0.28558955234241,0.06074383532625966,0.0009995261207222939,-0.10222620811756676,0.4980755054747865,0.497329623530246,0.10586052627497422,1.6915885244259874,89.42072733078021
14:19:1626067145,-0.05785340815782547,0.28618907928466797,0.28558955234241,0.06074383532625966,0.0009995261207222939,-0.1033798682253969,0.5037824281018279,0.5030245909356527,0.10707182465555251,1.6916084560678548,89.42072733078021
14:19:1626067145,-0.06203962117433548,0.2989174723625183,0.298274972106144,0.06505851899736861,0.0008986745961010456,-0.10461742014933782,0.5097451642697726,0.5089745106580201,0.10836959685064206,1.6916263826195381,89.42072733078021
14:19:1626067145,-0.06203962117433548,0.2989174723625183,0.298274972106144,0.06505851899736861,0.0008986745961010456,-0.1061414518761029,0.5170882089715567,0.51630177204655,0.10996778918598396,1.691648458972852,89.42072733078021
14:19:1626067145,-0.06203962117433548,0.2989174723625183,0.298274972106144,0.06505851899736861,0.0008986745961010456,-0.1073968126436312,0.5231367511842526,0.522337313380135,0.1112842368173015,1.6916666434944427,89.42072733078021
14:19:1626067145,-0.06203962117433548,0.2989174723625183,0.298274972106144,0.06505851899736861,0.0008986745961010456,-0.10924141834636734,0.5320243759590388,0.531205834884874,0.113218602515907,1.691693363520347,89.42072733078021
14:19:1626067145,-0.06203962117433548,0.2989174723625183,0.29825402435777393,0.06515448436941516,0.0008986745961010456,-0.11047765383585705,0.5379807693213499,0.5371490080186703,0.11451690647637981,1.6917112710028264,89.40229265021036
14:19:1626067145,-0.06203962117433548,0.2989174723625183,0.29825402435777393,0.06515448436941516,0.0008986745961010456,-0.11171985025887309,0.5439658834777097,0.543120838200648,0.11582147065480557,1.691729264832376,89.40229265021036
14:19:1626067145,-0.06536834686994553,0.3105344772338867,0.30983567261233347,0.06860421488724835,0.001074373023584485,-0.1130225716110128,0.5501545040171427,0.5492955323101641,0.11718867940123771,1.6917506759395098,89.40229265021036
14:19:1626067145,-0.06536834686994553,0.3105344772338867,0.30983567261233347,0.06860421488724835,0.001074373023584485,-0.1143292983154459,0.5563621521141036,0.5554892111589508,0.11856009177316434,1.6917721528773193,89.40229265021036
14:19:1626067145,-0.06536834686994553,0.3105344772338867,0.30983567261233347,0.06860421488724835,0.001074373023584485,-0.11563858096453315,0.5625819423100316,0.5616950047829917,0.11993418661427811,1.6917936718238091,89.40229265021036
14:19:1626067145,-0.06536834686994553,0.3105344772338867,0.30983567261233347,0.06860421488724835,0.001074373023584485,-0.11701514418113233,0.5691213510501134,0.5682196977044293,0.12137889254978758,1.6918162965719632,89.40229265021036
14:19:1626067145,-0.06536834686994553,0.3105344772338867,0.3098198721840369,0.06867553511476916,0.001074373023584485,-0.11831195880751642,0.5752819114949821,0.5743660814058876,0.12274131706679084,1.6918376105980613,89.38910355492305
14:19:1626067145,-0.06536834686994553,0.3105344772338867,0.3098198721840369,0.06867553511476916,0.001074373023584485,-0.11965934685099021,0.5816827226175851,0.580752162917814,0.12415687366755518,1.6918597558324984,89.38910355492305
14:19:1626067145,-0.06536834686994553,0.3105344772338867,0.3098198721840369,0.06867553511476916,0.001074373023584485,-0.12122924234463027,0.5891405626850306,0.5881928409289858,0.12580619506334476,1.6918855581274772,89.38910355492305
14:19:1626067145,-0.06536834686994553,0.3105344772338867,0.3098198721840369,0.06867553511476916,0.001074373023584485,-0.12279432206450124,0.5965755252611293,0.5956106940947233,0.1274504570403725,1.6919112812719548,89.38910355492305
14:19:1626067145,-0.06536834686994553,0.3105344772338867,0.3098198721840369,0.06867553511476916,0.001074373023584485,-0.12444265700597255,0.6044059944999267,0.6034231437792652,0.12918218637994314,1.6919383727723483,89.38910355492305
14:19:1626067145,-0.06536834686994553,0.3105344772338867,0.3098198721840369,0.06867553511476916,0.001074373023584485,-0.12629913000144477,0.6132252303954706,0.6122220847608179,0.131132584125871,1.6919688851625319,89.38910355492305
14:19:1626067145,-0.06536834686994553,0.3105344772338867,0.3098198721840369,0.06867553511476916,0.001074373023584485,-0.12759706674987215,0.6193911215179346,0.6183737868728628,0.13249618753656633,1.6919902176314652,89.38910355492305
14:19:1626067145,-0.0675712451338768,0.3194211423397064,0.31868254497347137,0.07097305736529079,0.0012385006994009018,-0.12895483779839012,0.6258095437106013,0.6247773677507306,0.13392231432059218,1.692015103962772,89.38910355492305
14:19:1626067145,-0.0675712451338768,0.3194211423397064,0.31868254497347137,0.07097305736529079,0.0012385006994009018,-0.13072963852609576,0.6341993384338727,0.633147762755372,0.13578646575971168,1.6920476339529802,89.38910355492305
14:19:1626067145,-0.0675712451338768,0.3194211423397064,0.31868254497347137,0.07097305736529079,0.0012385006994009018,-0.13290764634685204,0.6444951638956118,0.6434197811844471,0.13807412338239308,1.6920875542504967,89.38910355492305
14:19:1626067145,-0.0675712451338768,0.3194211423397064,0.3186711697727264,0.07102411490633045,0.0012385006994009018,-0.13452633884650667,0.6521470076097833,0.6510536590469207,0.139775530569218,1.692117222962224,89.37992378067855
14:19:1626067146,-0.0675712451338768,0.3194211423397064,0.3186711697727264,0.07102411490633045,0.0012385006994009018,-0.1361097015892866,0.6596318413587374,0.6585209190687915,0.14143980265949538,1.6921462441214532,89.37992378067855
14:19:1626067146,-0.0675712451338768,0.3194211423397064,0.3186711697727264,0.07102411490633045,0.0012385006994009018,-0.13808486537501807,0.668968787444256,0.6678359428314099,0.14351589670510123,1.6921824465286341,89.37992378067855
14:19:1626067146,-0.0675712451338768,0.3194211423397064,0.3186711697727264,0.07102411490633045,0.0012385006994009018,-0.139573773779195,0.6760071189469405,0.6748577489547608,0.1450808878692236,1.6922097364519775,89.37992378067855
14:19:1626067146,-0.0675712451338768,0.3194211423397064,0.3186711697727264,0.07102411490633045,0.0012385006994009018,-0.14092456909368345,0.6823925656197991,0.6812282031640727,0.14650070840739896,1.6922344949263615,89.37992378067855
14:19:1626067146,-0.0675712451338768,0.3194211423397064,0.3186711697727264,0.07102411490633045,0.0012385006994009018,-0.1422893964274322,0.6888443441119483,0.6876648334514353,0.14793527799668826,1.692259510590999,89.37992378067855
14:19:1626067146,-0.0675712451338768,0.3194211423397064,0.3186711697727264,0.07102411490633045,0.0012385006994009018,-0.14379559111940055,0.6959643909327715,0.6947681630325914,0.14951843877257326,1.6922871173514744,89.37992378067855
14:19:1626067146,-0.0675712451338768,0.3194211423397064,0.3186711697727264,0.07102411490633045,0.0012385006994009018,-0.14514746581998594,0.7023549400532678,0.7011437077094457,0.150939393853142,1.692311895609724,89.37992378067855
14:19:1626067146,-0.0675712451338768,0.3194211423397064,0.3186711697727264,0.07102411490633045,0.0012385006994009018,-0.1464993888512921,0.7087457176415688,0.7075194803176824,0.15236039973411641,1.6923366747538184,89.37992378067855
14:19:1626067146,-0.07132000476121902,0.32882529497146606,0.32803420200723243,0.07487442824950456,-0.00030137505382299423,-0.1479260256423941,0.7153233148419877,0.7140812530333479,0.15385813679135724,1.6923306462525425,89.37992378067855
